64.1711;98.4261
51.7748;37.2593
-32.2297;82.2891
83.0335;63.6954
83.4304;-51.1455
-8.63633;79.5185
-59.5161;-82.0228
-40.6783;28.8309
-90.6536;90.2907
-23.2923;16.6039
79.0189;-25.0576
49.6616;-21.422
10.9256;0.256583
-66.4088;-24.619
82.6261;-74.3135
-88.9671;-88.8318
36.8365;-99.1417
-57.1866;-29.578
-92.6541;-68.4435
37.0621;-88.5913
50.3204;81.9983
-94.8398;88.9194
0.72598;30.7031
31.8748;-24.0841
45.4625;80.686
-9.95338;-70.5143
85.9982;72.4003
93.234;-28.2599
8.85903;-58.6681
10.8802;-45.3806
88.3614;-10.7041
-80.4032;50.6508
71.9784;-17.9881
37.0055;93.9467
43.1611;-33.6325
-56.7798;3.30764
81.7317;99.8572
-17.8446;77.621
-49.4749;-68.7744
51.752;-44.6172
62.9775;60.2429
-96.0998;-22.3752
-17.1627;-88.8739
19.2416;22.267
-1.72576;40.2141
-20.5734;-63.2708
-62.0578;90.8236
-84.7485;-43.3504
-75.2167;-1.08082
-18.6908;83.5248
-10.6045;34.9418
-74.9402;-35.1249
-16.7646;57.5849
8.07605;74.832
10.2733;0.483219
-84.1266;-64.3537
-36.035;-30.6189
26.3487;58.7958
58.728;-63.5673
94.5731;-68.8603
38.5707;13.7623
84.6008;0.992026
32.6064;-31.3514
37.0152;41.5171
-66.7114;-92.826
-58.2699;35.8841
-80.0658;47.8224
71.5759;-2.76182
95.858;75.5597
98.1664;80.1195
-98.098;-97.4878
34.1164;-18.4618
-83.5637;-56.416
45.2528;-7.71148
22.0955;97.0679
-91.4114;52.9042
-72.3122;-28.6851
-46.1285;51.9164
-27.2271;33.2926
23.3689;-68.6599
-87.5776;-14.8153
8.32761;58.6885
2.00176;97.5286
-92.4321;2.51074
53.234;-39.0226
-30.6505;32.7503
-0.729816;-89.1283
-1.86327;-35.6067
10.8146;-46.698
83.7657;-46.4368
55.017;-20.7756
-39.9652;-39.6661
-44.9575;90.4082
50.3077;59.745
-45.3502;17.6806
41.3936;-67.3707
59.425;30.5543
-53.5715;-6.49948
-41.4633;-53.1278
-90.3693;80.7702
66.0861;-42.0368
83.5302;4.07079
12.7328;60.9129
-45.2071;-52.7368
-32.8762;29.134
73.5614;-87.2233
-55.253;1.86937
-99.4215;78.3663
4.59007;-89.8497
22.5945;16.1789
48.6006;-8.87633
-42.4038;11.8003
35.3161;-91.4924
-36.5979;25.4666
-81.1095;47.6999
-40.6007;80.8733
-61.8806;-64.3082
43.1334;61.7755
-39.1378;64.8124
90.7801;8.18553
-55.7017;-37.3372
2.27634;28.8342
90.7471;-76.2817
-37.1485;58.4433
97.417;-91.8343
-63.2205;-80.4253
-16.299;78.0845
27.2252;-66.7226
-82.1158;-30.0205
11.8516;18.1475
34.286;56.2239
45.0576;-52.292
23.0598;43.4033
-44.2411;-51.3367
-4.2204;74.1364
-11.9585;-63.4278
69.2132;-33.7561
51.6456;-95.2984
49.511;-27.7748
-59.7147;26.3076
-12.1847;-20.3412
7.89527;-93.8678
-70.513;-35.3227
16.5045;73.7077
19.2941;-76.2279
82.7808;-10.0032
2.74827;-73.5343
70.8201;-36.3609
27.0077;97.419
-16.4683;-2.82427
80.2219;-55.269
83.4212;-10.3997
72.2307;65.026
-89.482;-59.0946
25.9588;76.9434
-41.6315;24.2276
-81.0522;2.19099
78.4557;28.8141
6.64228;42.1665
-85.2477;4.03714
-42.8407;-80.2626
78.8539;40.4122
-50.0205;47.5632
-39.6754;-76.9974
50.7895;-89.0807
44.1521;-36.7903
99.2147;13.5564
96.1013;-65.0267
-41.4582;51.5338
-67.0212;20.5216
-18.2663;-83.7692
-17.5013;27.2663
22.4792;34.2563
-68.5081;-78.7556
-56.1848;-81.954
35.1187;-46.3629
88.6845;-57.1314
42.1701;25.4072
-8.30536;36.7775
-79.4968;-67.8283
-17.6222;-92.5926
58.8764;56.8501
-38.9467;-87.3837
85.1326;80.5609
0.945627;55.0394
-34.5195;75.4399
47.9351;4.73323
23.686;-84.9069
-33.2985;-84.9674
-9.06396;78.2898
78.6111;-60.0332
99.8138;35.7808
56.9962;-1.84917
3.71876;-2.54071
-56.4731;-17.4849
63.0848;19.8901
45.215;63.6655
10.6776;96.3935
95.8018;66.4166
48.9062;14.1721
